Experiment	bias spectroscopy	
Saved Date	01.01.2000 00:00:00	
User		
Date	01.01.2000 00:00:00	
X (m)	4.96447E-9	
Y (m)	6.49409E-9	
Z (m)	-173.056E-9	
Z offset (m)	0E+0	
Settling time (s)	800E-6	
Integration time (s)	6E-3	
Z-Ctrl hold	TRUE	
Final Z (m)	N/A	
Start time	01.01.2000 00:00:00	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Bias calc (V)	Current (A)	Input 6 (V)	Bias (V)	OC M1 Freq. Shift (Hz)	Current [bwd] (A)	Input 6 [bwd] (V)	Bias [bwd] (V)	OC M1 Freq. Shift [bwd] (Hz)
1.55500E-1	5.82363E-12	1.46127E-2	1.55500E-1	-2.22399E+1	1.51912E-11	1.53341E-2	1.55500E-1	-2.23466E+1
1.54850E-1	1.73931E-12	1.49634E-2	1.54850E-1	-2.21738E+1	1.53716E-11	1.48119E-2	1.54850E-1	-2.23313E+1
1.54200E-1	5.10426E-12	1.48574E-2	1.54200E-1	-2.24073E+1	8.79024E-12	1.40942E-2	1.54200E-1	-2.22354E+1
1.53550E-1	1.23425E-11	1.42863E-2	1.53550E-1	-2.21842E+1	2.92551E-12	1.39504E-2	1.53550E-1	-2.24070E+1
1.52900E-1	1.52582E-11	1.36829E-2	1.52900E-1	-2.21813E+1	4.03827E-12	1.46352E-2	1.52900E-1	-2.23258E+1
1.52250E-1	1.03249E-11	1.36284E-2	1.52250E-1	-2.24069E+1	1.10239E-11	1.54083E-2	1.52250E-1	-2.23554E+1
1.51600E-1	3.44089E-12	1.41455E-2	1.51600E-1	-2.21847E+1	1.60004E-11	1.54494E-2	1.51600E-1	-2.23819E+1
1.50950E-1	1.88872E-12	1.46233E-2	1.50950E-1	-2.22766E+1	1.33118E-11	1.46770E-2	1.50950E-1	-2.24812E+1
1.50300E-1	7.49618E-12	1.43894E-2	1.50300E-1	-2.21375E+1	5.91695E-12	1.39507E-2	1.50300E-1	-2.19599E+1
1.49650E-1	1.41422E-11	1.37375E-2	1.49650E-1	-2.24095E+1	2.18538E-12	1.40158E-2	1.49650E-1	-2.25282E+1
1.49000E-1	1.41168E-11	1.32344E-2	1.49000E-1	-2.20663E+1	5.86689E-12	1.46707E-2	1.49000E-1	-2.21983E+1
1.48350E-1	7.40979E-12	1.33776E-2	1.48350E-1	-2.24764E+1	1.32647E-11	1.50332E-2	1.48350E-1	-2.23591E+1
1.47700E-1	1.59723E-12	1.41409E-2	1.47700E-1	-2.22995E+1	1.55383E-11	1.46109E-2	1.47700E-1	-2.22067E+1
1.47050E-1	3.17398E-12	1.46184E-2	1.47050E-1	-2.22104E+1	1.04527E-11	1.38045E-2	1.47050E-1	-2.21968E+1
1.46400E-1	1.01330E-11	1.41904E-2	1.46400E-1	-2.22355E+1	3.47439E-12	1.35058E-2	1.46400E-1	-2.21917E+1
1.45750E-1	1.50033E-11	1.32500E-2	1.45750E-1	-2.23480E+1	2.26203E-12	1.36899E-2	1.45750E-1	-2.22428E+1
1.45100E-1	1.21211E-11	1.26410E-2	1.45100E-1	-2.21435E+1	8.14431E-12	1.42461E-2	1.45100E-1	-2.23012E+1
1.44450E-1	4.63270E-12	1.27671E-2	1.44450E-1	-2.24953E+1	1.45643E-11	1.42440E-2	1.44450E-1	-2.19499E+1
1.43800E-1	1.15692E-12	1.32022E-2	1.43800E-1	-2.20394E+1	1.40542E-11	1.36547E-2	1.43800E-1	-2.25529E+1
1.43150E-1	5.17000E-12	1.31380E-2	1.43150E-1	-2.21812E+1	7.45165E-12	1.32035E-2	1.43150E-1	-2.22264E+1
1.42500E-1	1.25129E-11	1.23634E-2	1.42500E-1	-2.23075E+1	1.87133E-12	1.32777E-2	1.42500E-1	-2.22668E+1
1.41850E-1	1.46802E-11	1.16712E-2	1.41850E-1	-2.20979E+1	3.44310E-12	1.39548E-2	1.41850E-1	-2.23557E+1
1.41200E-1	9.47608E-12	1.19021E-2	1.41200E-1	-2.20664E+1	1.05642E-11	1.47735E-2	1.41200E-1	-2.23102E+1
1.40550E-1	2.53326E-12	1.29645E-2	1.40550E-1	-2.22202E+1	1.50787E-11	1.50255E-2	1.40550E-1	-2.20844E+1
1.39900E-1	1.60641E-12	1.38976E-2	1.39900E-1	-2.21293E+1	1.17920E-11	1.48509E-2	1.39900E-1	-2.24208E+1
1.39250E-1	7.54498E-12	1.39548E-2	1.39250E-1	-2.23579E+1	4.45832E-12	1.44320E-2	1.39250E-1	-2.20830E+1
1.38600E-1	1.38960E-11	1.33538E-2	1.38600E-1	-2.21614E+1	1.18603E-12	1.44053E-2	1.38600E-1	-2.23075E+1
1.37950E-1	1.34451E-11	1.29972E-2	1.37950E-1	-2.22788E+1	5.46973E-12	1.48072E-2	1.37950E-1	-2.22978E+1
1.37300E-1	6.57808E-12	1.35585E-2	1.37300E-1	-2.24569E+1	1.25576E-11	1.50212E-2	1.37300E-1	-2.24826E+1
1.36650E-1	1.16483E-12	1.43320E-2	1.36650E-1	-2.21294E+1	1.45500E-11	1.48657E-2	1.36650E-1	-2.22392E+1
1.36000E-1	3.19798E-12	1.44234E-2	1.36000E-1	-2.20727E+1	8.96851E-12	1.41261E-2	1.36000E-1	-2.22192E+1
1.35350E-1	1.02749E-11	1.37726E-2	1.35350E-1	-2.22239E+1	2.21184E-12	1.35813E-2	1.35350E-1	-2.24137E+1
1.34700E-1	1.45166E-11	1.30090E-2	1.34700E-1	-2.21386E+1	1.65349E-12	1.37390E-2	1.34700E-1	-2.21964E+1
1.34050E-1	1.12387E-11	1.29862E-2	1.34050E-1	-2.25065E+1	7.91879E-12	1.42825E-2	1.34050E-1	-2.22026E+1
1.33400E-1	3.94384E-12	1.35535E-2	1.33400E-1	-2.23620E+1	1.39148E-11	1.44149E-2	1.33400E-1	-2.22703E+1
1.32750E-1	7.78187E-13	1.38306E-2	1.32750E-1	-2.19311E+1	1.29939E-11	1.39562E-2	1.32750E-1	-2.24228E+1
1.32100E-1	5.26353E-12	1.35456E-2	1.32100E-1	-2.23159E+1	6.04416E-12	1.31466E-2	1.32100E-1	-2.21100E+1
1.31450E-1	1.23131E-11	1.27733E-2	1.31450E-1	-2.23072E+1	7.95127E-13	1.27027E-2	1.31450E-1	-2.24522E+1
1.30800E-1	1.40390E-11	1.23226E-2	1.30800E-1	-2.22544E+1	3.20298E-12	1.31360E-2	1.30800E-1	-2.22561E+1
1.30150E-1	8.49811E-12	1.28222E-2	1.30150E-1	-2.23746E+1	1.04015E-11	1.38633E-2	1.30150E-1	-2.22661E+1
1.29500E-1	1.74149E-12	1.36212E-2	1.29500E-1	-2.22750E+1	1.42326E-11	1.40585E-2	1.29500E-1	-2.24498E+1
1.28850E-1	1.49099E-12	1.39893E-2	1.28850E-1	-2.21452E+1	1.06233E-11	1.34309E-2	1.28850E-1	-2.19774E+1
1.28200E-1	7.63714E-12	1.35631E-2	1.28200E-1	-2.22598E+1	3.29664E-12	1.26874E-2	1.28200E-1	-2.23792E+1
1.27550E-1	1.35752E-11	1.29657E-2	1.27550E-1	-2.23359E+1	6.31242E-13	1.27648E-2	1.27550E-1	-2.23327E+1
1.26900E-1	1.25228E-11	1.28285E-2	1.26900E-1	-2.23151E+1	5.20395E-12	1.36830E-2	1.26900E-1	-2.24080E+1
1.26250E-1	5.50858E-12	1.34524E-2	1.26250E-1	-2.21630E+1	1.20772E-11	1.45636E-2	1.26250E-1	-2.24267E+1
1.25600E-1	3.05027E-13	1.41448E-2	1.25600E-1	-2.21930E+1	1.37376E-11	1.46125E-2	1.25600E-1	-2.22435E+1
1.24950E-1	2.98517E-12	1.44354E-2	1.24950E-1	-2.22895E+1	7.78290E-12	1.40061E-2	1.24950E-1	-2.22938E+1
1.24300E-1	1.00904E-11	1.41980E-2	1.24300E-1	-2.23550E+1	1.09124E-12	1.35812E-2	1.24300E-1	-2.21615E+1
1.23650E-1	1.38422E-11	1.41726E-2	1.23650E-1	-2.22389E+1	1.11494E-12	1.40486E-2	1.23650E-1	-2.22234E+1
1.23000E-1	1.01456E-11	1.46570E-2	1.23000E-1	-2.22727E+1	7.61589E-12	1.48364E-2	1.23000E-1	-2.22788E+1
1.22350E-1	2.77266E-12	1.54377E-2	1.22350E-1	-2.22962E+1	1.33867E-11	1.51249E-2	1.22350E-1	-2.23681E+1
1.21700E-1	3.27126E-14	1.59673E-2	1.21700E-1	-2.23750E+1	1.19350E-11	1.46816E-2	1.21700E-1	-2.22338E+1
1.21050E-1	5.18160E-12	1.58423E-2	1.21050E-1	-2.21190E+1	4.86823E-12	1.41375E-2	1.21050E-1	-2.21892E+1
1.20400E-1	1.21239E-11	1.50580E-2	1.20400E-1	-2.23762E+1	8.26148E-15	1.43660E-2	1.20400E-1	-2.24539E+1
1.19750E-1	1.30105E-11	1.42939E-2	1.19750E-1	-2.20135E+1	2.88763E-12	1.53302E-2	1.19750E-1	-2.21471E+1
1.19100E-1	7.19013E-12	1.41945E-2	1.19100E-1	-2.20689E+1	1.00924E-11	1.60789E-2	1.19100E-1	-2.22544E+1
1.18450E-1	8.77876E-13	1.46357E-2	1.18450E-1	-2.23241E+1	1.34769E-11	1.57296E-2	1.18450E-1	-2.25929E+1
1.17800E-1	1.00679E-12	1.49737E-2	1.17800E-1	-2.22786E+1	9.47791E-12	1.47305E-2	1.17800E-1	-2.21095E+1
1.17150E-1	7.58264E-12	1.44942E-2	1.17150E-1	-2.23877E+1	2.15965E-12	1.39445E-2	1.17150E-1	-2.21569E+1
1.16500E-1	1.31142E-11	1.36266E-2	1.16500E-1	-2.20813E+1	1.80344E-14	1.41200E-2	1.16500E-1	-2.22136E+1
1.15850E-1	1.14493E-11	1.29925E-2	1.15850E-1	-2.23284E+1	5.18302E-12	1.47658E-2	1.15850E-1	-2.20351E+1
1.15200E-1	4.34962E-12	1.30593E-2	1.15200E-1	-2.20260E+1	1.19680E-11	1.50218E-2	1.15200E-1	-2.21789E+1
1.14550E-1	-3.17735E-13	1.34828E-2	1.14550E-1	-2.24226E+1	1.27189E-11	1.46135E-2	1.14550E-1	-2.23365E+1
1.13900E-1	2.53935E-12	1.36357E-2	1.13900E-1	-2.22204E+1	6.48941E-12	1.39760E-2	1.13900E-1	-2.21841E+1
1.13250E-1	9.80800E-12	1.31700E-2	1.13250E-1	-2.23608E+1	2.82703E-13	1.39463E-2	1.13250E-1	-2.21912E+1
1.12600E-1	1.30955E-11	1.25528E-2	1.12600E-1	-2.20424E+1	9.14470E-13	1.46307E-2	1.12600E-1	-2.24706E+1
1.11950E-1	8.83818E-12	1.25105E-2	1.11950E-1	-2.21574E+1	7.66801E-12	1.53441E-2	1.11950E-1	-2.25590E+1
1.11300E-1	1.72817E-12	1.32437E-2	1.11300E-1	-2.23474E+1	1.30428E-11	1.55893E-2	1.11300E-1	-2.22931E+1
1.10650E-1	-3.75524E-13	1.41380E-2	1.10650E-1	-2.23961E+1	1.11758E-11	1.51628E-2	1.10650E-1	-2.23799E+1
1.10000E-1	4.93659E-12	1.44399E-2	1.10000E-1	-2.23882E+1	3.86974E-12	1.47199E-2	1.10000E-1	-2.22568E+1
1.09350E-1	1.15770E-11	1.41024E-2	1.09350E-1	-2.24130E+1	-5.27820E-13	1.47175E-2	1.09350E-1	-2.24210E+1
1.08700E-1	1.21590E-11	1.38368E-2	1.08700E-1	-2.20290E+1	2.78837E-12	1.50034E-2	1.08700E-1	-2.25312E+1
1.08050E-1	5.78544E-12	1.40499E-2	1.08050E-1	-2.23448E+1	1.01307E-11	1.52424E-2	1.08050E-1	-2.22472E+1
1.07400E-1	-3.08600E-13	1.47893E-2	1.07400E-1	-2.22396E+1	1.30569E-11	1.47480E-2	1.07400E-1	-2.21893E+1
1.06750E-1	3.66220E-13	1.50028E-2	1.06750E-1	-2.24101E+1	8.56317E-12	1.39468E-2	1.06750E-1	-2.24947E+1
1.06100E-1	7.12644E-12	1.42140E-2	1.06100E-1	-2.21294E+1	1.48540E-12	1.35122E-2	1.06100E-1	-2.23685E+1
1.05450E-1	1.24903E-11	1.29952E-2	1.05450E-1	-2.21772E+1	-2.83049E-13	1.36493E-2	1.05450E-1	-2.23156E+1
1.04800E-1	1.01784E-11	1.24300E-2	1.04800E-1	-2.21347E+1	5.23788E-12	1.44179E-2	1.04800E-1	-2.23250E+1
1.04150E-1	2.79000E-12	1.28790E-2	1.04150E-1	-2.22614E+1	1.18833E-11	1.51742E-2	1.04150E-1	-2.23666E+1
1.03500E-1	-1.08830E-12	1.34650E-2	1.03500E-1	-2.21916E+1	1.21100E-11	1.53279E-2	1.03500E-1	-2.23757E+1
1.02850E-1	2.27825E-12	1.33265E-2	1.02850E-1	-2.22802E+1	5.57193E-12	1.53297E-2	1.02850E-1	-2.22010E+1
1.02200E-1	9.57718E-12	1.24770E-2	1.02200E-1	-2.21174E+1	-2.65518E-13	1.53793E-2	1.02200E-1	-2.23961E+1
1.01550E-1	1.24488E-11	1.18101E-2	1.01550E-1	-2.23948E+1	8.19956E-13	1.58582E-2	1.01550E-1	-2.22771E+1
1.00900E-1	7.48534E-12	1.21720E-2	1.00900E-1	-2.20395E+1	7.69079E-12	1.64236E-2	1.00900E-1	-2.27763E+1
1.00250E-1	2.95288E-13	1.30164E-2	1.00250E-1	-2.25484E+1	1.28032E-11	1.64908E-2	1.00250E-1	-2.19347E+1
9.96000E-2	-9.83822E-13	1.35090E-2	9.96000E-2	-2.22699E+1	1.02426E-11	1.59598E-2	9.96000E-2	-2.25894E+1
9.89500E-2	4.56685E-12	1.29137E-2	9.89500E-2	-2.22727E+1	2.92522E-12	1.53273E-2	9.89500E-2	-2.22553E+1
9.83000E-2	1.11137E-11	1.19396E-2	9.83000E-2	-2.22096E+1	-9.33720E-13	1.51230E-2	9.83000E-2	-2.22265E+1
9.76500E-2	1.10872E-11	1.14159E-2	9.76500E-2	-2.24673E+1	2.83303E-12	1.56272E-2	9.76500E-2	-2.24194E+1
9.70000E-2	4.40727E-12	1.18439E-2	9.70000E-2	-2.23321E+1	1.00392E-11	1.61688E-2	9.70000E-2	-2.22074E+1
9.63500E-2	-1.24868E-12	1.23188E-2	9.63500E-2	-2.19036E+1	1.24962E-11	1.60384E-2	9.63500E-2	-2.21700E+1
9.57000E-2	1.12977E-13	1.22216E-2	9.57000E-2	-2.22896E+1	7.39685E-12	1.52732E-2	9.57000E-2	-2.22379E+1
9.50500E-2	7.14489E-12	1.14263E-2	9.50500E-2	-2.22988E+1	5.02935E-13	1.47202E-2	9.50500E-2	-2.23386E+1
9.44000E-2	1.19369E-11	1.06185E-2	9.44000E-2	-2.21438E+1	-5.76005E-13	1.50275E-2	9.44000E-2	-2.24919E+1
9.37500E-2	9.04859E-12	1.03923E-2	9.37500E-2	-2.24654E+1	5.21516E-12	1.59144E-2	9.37500E-2	-2.23046E+1
9.31000E-2	1.75627E-12	1.09030E-2	9.31000E-2	-2.21524E+1	1.16237E-11	1.63861E-2	9.31000E-2	-2.22030E+1
9.24500E-2	-1.93430E-12	1.13858E-2	9.24500E-2	-2.22367E+1	1.13626E-11	1.58328E-2	9.24500E-2	-2.24216E+1
9.18000E-2	2.12033E-12	1.14123E-2	9.18000E-2	-2.28314E+1	4.63390E-12	1.47132E-2	9.18000E-2	-2.23702E+1
9.11500E-2	9.46072E-12	1.10313E-2	9.11500E-2	-2.20205E+1	-1.00670E-12	1.41097E-2	9.11500E-2	-2.23766E+1
9.05000E-2	1.17826E-11	1.08609E-2	9.05000E-2	-2.21563E+1	6.95569E-13	1.44358E-2	9.05000E-2	-2.22090E+1
8.98500E-2	6.58427E-12	1.13974E-2	8.98500E-2	-2.21675E+1	7.66259E-12	1.49856E-2	8.98500E-2	-2.26214E+1
8.92000E-2	-4.21246E-13	1.22908E-2	8.92000E-2	-2.24942E+1	1.21113E-11	1.47917E-2	8.92000E-2	-2.22081E+1
8.85500E-2	-1.32888E-12	1.30049E-2	8.85500E-2	-2.21519E+1	9.10254E-12	1.38510E-2	8.85500E-2	-2.23930E+1
8.79000E-2	4.80527E-12	1.32237E-2	8.79000E-2	-2.21776E+1	1.55999E-12	1.30817E-2	8.79000E-2	-2.23097E+1
8.72500E-2	1.08944E-11	1.29308E-2	8.72500E-2	-2.22587E+1	-1.71088E-12	1.33082E-2	8.72500E-2	-2.19716E+1
8.66000E-2	1.04563E-11	1.29776E-2	8.66000E-2	-2.21529E+1	2.74902E-12	1.41005E-2	8.66000E-2	-2.22793E+1
8.59500E-2	3.71410E-12	1.34634E-2	8.59500E-2	-2.23241E+1	9.61349E-12	1.46580E-2	8.59500E-2	-2.22919E+1
8.53000E-2	-1.79652E-12	1.41715E-2	8.53000E-2	-2.22673E+1	1.16462E-11	1.42967E-2	8.53000E-2	-2.22905E+1
8.46500E-2	6.18003E-14	1.46262E-2	8.46500E-2	-2.22311E+1	6.08018E-12	1.36902E-2	8.46500E-2	-2.23279E+1
8.40000E-2	7.24295E-12	1.44020E-2	8.40000E-2	-2.25170E+1	-6.24924E-13	1.35962E-2	8.40000E-2	-2.24314E+1
8.33500E-2	1.16003E-11	1.39739E-2	8.33500E-2	-2.19767E+1	-1.19381E-12	1.42409E-2	8.33500E-2	-2.25252E+1
8.27000E-2	8.11949E-12	1.39302E-2	8.27000E-2	-2.24240E+1	4.85564E-12	1.49574E-2	8.27000E-2	-2.22834E+1
8.20500E-2	9.44309E-13	1.45159E-2	8.20500E-2	-2.23306E+1	1.10602E-11	1.50252E-2	8.20500E-2	-2.24140E+1
8.14000E-2	-2.27423E-12	1.52188E-2	8.14000E-2	-2.21328E+1	1.01582E-11	1.45018E-2	8.14000E-2	-2.24693E+1
8.07500E-2	2.27502E-12	1.53328E-2	8.07500E-2	-2.23477E+1	3.06064E-12	1.41099E-2	8.07500E-2	-2.23899E+1
8.01000E-2	9.39168E-12	1.47638E-2	8.01000E-2	-2.21953E+1	-2.17755E-12	1.43006E-2	8.01000E-2	-2.21229E+1
7.94500E-2	1.10288E-11	1.41668E-2	7.94500E-2	-2.24063E+1	1.04450E-13	1.50966E-2	7.94500E-2	-2.22024E+1
7.88000E-2	5.54582E-12	1.42050E-2	7.88000E-2	-2.20718E+1	7.24327E-12	1.58137E-2	7.88000E-2	-2.22163E+1
7.81500E-2	-1.22960E-12	1.49931E-2	7.81500E-2	-2.24441E+1	1.13058E-11	1.58005E-2	7.81500E-2	-2.21722E+1
7.75000E-2	-1.60571E-12	1.58203E-2	7.75000E-2	-2.23449E+1	7.71122E-12	1.52669E-2	7.75000E-2	-2.23252E+1
7.68500E-2	4.77397E-12	1.58587E-2	7.68500E-2	-2.22802E+1	1.50004E-13	1.50243E-2	7.68500E-2	-2.21057E+1
7.62000E-2	1.07554E-11	1.52659E-2	7.62000E-2	-2.23497E+1	-2.49877E-12	1.51923E-2	7.62000E-2	-2.20003E+1
7.55500E-2	9.62157E-12	1.47978E-2	7.55500E-2	-2.22604E+1	2.29582E-12	1.56818E-2	7.55500E-2	-2.22444E+1
7.49000E-2	2.60103E-12	1.51888E-2	7.49000E-2	-2.21085E+1	9.21932E-12	1.57935E-2	7.49000E-2	-2.24569E+1
7.42500E-2	-2.48408E-12	1.58026E-2	7.42500E-2	-2.26617E+1	1.03872E-11	1.51762E-2	7.42500E-2	-2.22133E+1
7.36000E-2	-1.16142E-13	1.57148E-2	7.36000E-2	-2.23670E+1	4.83509E-12	1.43080E-2	7.36000E-2	-2.24072E+1
7.29500E-2	7.19790E-12	1.47566E-2	7.29500E-2	-2.18493E+1	-1.66855E-12	1.38032E-2	7.29500E-2	-2.21556E+1
7.23000E-2	1.11747E-11	1.37487E-2	7.23000E-2	-2.25496E+1	-1.86425E-12	1.40307E-2	7.23000E-2	-2.22211E+1
7.16500E-2	7.11100E-12	1.36785E-2	7.16500E-2	-2.21302E+1	4.59590E-12	1.46990E-2	7.16500E-2	-2.23713E+1
7.10000E-2	4.22168E-14	1.46439E-2	7.10000E-2	-2.23943E+1	1.02073E-11	1.51983E-2	7.10000E-2	-2.23157E+1
7.03500E-2	-2.71967E-12	1.55624E-2	7.03500E-2	-2.24317E+1	8.81122E-12	1.52100E-2	7.03500E-2	-2.25319E+1
6.97000E-2	2.21542E-12	1.55007E-2	6.97000E-2	-2.20529E+1	1.84445E-12	1.50221E-2	6.97000E-2	-2.22400E+1
6.90500E-2	9.19360E-12	1.46644E-2	6.90500E-2	-2.24089E+1	-3.15748E-12	1.53820E-2	6.90500E-2	-2.22493E+1
6.84000E-2	1.02674E-11	1.41354E-2	6.84000E-2	-2.23718E+1	-3.57107E-13	1.61738E-2	6.84000E-2	-2.24233E+1
6.77500E-2	4.40433E-12	1.43167E-2	6.77500E-2	-2.21018E+1	7.01864E-12	1.70423E-2	6.77500E-2	-2.22199E+1
6.71000E-2	-2.12862E-12	1.49313E-2	6.71000E-2	-2.23402E+1	1.04226E-11	1.74627E-2	6.71000E-2	-2.24018E+1
6.64500E-2	-1.87063E-12	1.49409E-2	6.64500E-2	-2.22390E+1	6.40755E-12	1.70639E-2	6.64500E-2	-2.22550E+1
6.58000E-2	4.65264E-12	1.41604E-2	6.58000E-2	-2.23323E+1	-9.43245E-13	1.68762E-2	6.58000E-2	-2.23506E+1
6.51500E-2	1.01433E-11	1.33341E-2	6.51500E-2	-2.22885E+1	-3.23466E-12	1.71100E-2	6.51500E-2	-2.22184E+1
6.45000E-2	8.44108E-12	1.31907E-2	6.45000E-2	-2.24047E+1	1.95821E-12	1.80605E-2	6.45000E-2	-2.20136E+1
6.38500E-2	1.42965E-12	1.39048E-2	6.38500E-2	-2.23586E+1	8.71469E-12	1.89011E-2	6.38500E-2	-2.24705E+1
6.32000E-2	-3.22395E-12	1.47256E-2	6.32000E-2	-2.22775E+1	9.60905E-12	1.89977E-2	6.32000E-2	-2.24437E+1
6.25500E-2	-2.77502E-13	1.49109E-2	6.25500E-2	-2.23593E+1	3.50271E-12	1.85815E-2	6.25500E-2	-2.24600E+1
6.19000E-2	6.87514E-12	1.44143E-2	6.19000E-2	-2.22852E+1	-2.77474E-12	1.83975E-2	6.19000E-2	-2.23065E+1
6.12500E-2	1.03043E-11	1.41406E-2	6.12500E-2	-2.23337E+1	-2.23551E-12	1.88052E-2	6.12500E-2	-2.23472E+1
6.06000E-2	5.97678E-12	1.43646E-2	6.06000E-2	-2.22526E+1	4.63377E-12	1.95807E-2	6.06000E-2	-2.22504E+1
5.99500E-2	-1.20499E-12	1.50618E-2	5.99500E-2	-2.22371E+1	9.84874E-12	1.98152E-2	5.99500E-2	-2.23288E+1
5.93000E-2	-3.37402E-12	1.53562E-2	5.93000E-2	-2.25095E+1	7.68490E-12	1.89785E-2	5.93000E-2	-2.24116E+1
5.86500E-2	1.87014E-12	1.51943E-2	5.86500E-2	-2.19870E+1	6.01151E-13	1.78683E-2	5.86500E-2	-2.21966E+1
5.80000E-2	8.71818E-12	1.47648E-2	5.80000E-2	-2.23001E+1	-3.86282E-12	1.74907E-2	5.80000E-2	-2.24749E+1
5.73500E-2	9.32365E-12	1.47892E-2	5.73500E-2	-2.20917E+1	-5.81359E-13	1.77378E-2	5.73500E-2	-2.23722E+1
5.67000E-2	3.07399E-12	1.54205E-2	5.67000E-2	-2.22560E+1	6.83465E-12	1.80923E-2	5.67000E-2	-2.24066E+1
5.60500E-2	-3.15380E-12	1.63412E-2	5.60500E-2	-2.23397E+1	9.91904E-12	1.75551E-2	5.60500E-2	-2.20113E+1
5.54000E-2	-2.47168E-12	1.69604E-2	5.54000E-2	-2.23753E+1	5.04711E-12	1.63614E-2	5.54000E-2	-2.23897E+1
5.47500E-2	4.38122E-12	1.69503E-2	5.47500E-2	-2.23201E+1	-1.95724E-12	1.54579E-2	5.47500E-2	-2.24143E+1
5.41000E-2	9.46393E-12	1.67150E-2	5.41000E-2	-2.24866E+1	-3.62707E-12	1.54376E-2	5.41000E-2	-2.23212E+1
5.34500E-2	7.40315E-12	1.66797E-2	5.34500E-2	-2.20046E+1	2.05363E-12	1.58141E-2	5.34500E-2	-2.23188E+1
5.28000E-2	-2.94790E-14	1.71054E-2	5.28000E-2	-2.22722E+1	8.53280E-12	1.55523E-2	5.28000E-2	-2.25482E+1
5.21500E-2	-4.20189E-12	1.75156E-2	5.21500E-2	-2.22902E+1	8.80850E-12	1.45000E-2	5.21500E-2	-2.21560E+1
5.15000E-2	-6.47688E-13	1.74712E-2	5.15000E-2	-2.22743E+1	2.13678E-12	1.33257E-2	5.15000E-2	-2.24479E+1
5.08500E-2	6.41138E-12	1.68614E-2	5.08500E-2	-2.22181E+1	-3.74015E-12	1.29678E-2	5.08500E-2	-2.22290E+1
5.02000E-2	9.43807E-12	1.61339E-2	5.02000E-2	-2.27516E+1	-2.59915E-12	1.36174E-2	5.02000E-2	-2.22323E+1
4.95500E-2	4.72603E-12	1.59881E-2	4.95500E-2	-2.21392E+1	4.30469E-12	1.43428E-2	4.95500E-2	-2.23333E+1
4.89000E-2	-2.43685E-12	1.64365E-2	4.89000E-2	-2.23704E+1	9.37027E-12	1.43399E-2	4.89000E-2	-2.24758E+1
4.82500E-2	-4.09039E-12	1.68967E-2	4.82500E-2	-2.20862E+1	6.61664E-12	1.35160E-2	4.82500E-2	-2.20281E+1
4.76000E-2	1.49091E-12	1.68352E-2	4.76000E-2	-2.25035E+1	-6.37046E-13	1.25563E-2	4.76000E-2	-2.23040E+1
4.69500E-2	8.09076E-12	1.62612E-2	4.69500E-2	-2.25579E+1	-4.48383E-12	1.22987E-2	4.69500E-2	-2.21762E+1
4.63000E-2	8.27020E-12	1.58003E-2	4.63000E-2	-2.22211E+1	-7.41284E-13	1.23133E-2	4.63000E-2	-2.24009E+1
4.56500E-2	1.61540E-12	1.60445E-2	4.56500E-2	-2.22143E+1	6.53342E-12	1.25269E-2	4.56500E-2	-2.24193E+1
4.50000E-2	-4.17108E-12	1.66741E-2	4.50000E-2	-2.22177E+1	9.06289E-12	1.21380E-2	4.50000E-2	-2.22627E+1
4.43500E-2	-2.85467E-12	1.68920E-2	4.43500E-2	-2.24407E+1	4.00337E-12	1.15737E-2	4.43500E-2	-2.23253E+1
4.37000E-2	4.09118E-12	1.62426E-2	4.37000E-2	-2.23352E+1	-2.99223E-12	1.13973E-2	4.37000E-2	-2.25379E+1
4.30500E-2	8.82519E-12	1.51656E-2	4.30500E-2	-2.23064E+1	-4.10908E-12	1.16435E-2	4.30500E-2	-2.24272E+1
4.24000E-2	6.11326E-12	1.47370E-2	4.24000E-2	-2.24764E+1	1.76015E-12	1.19909E-2	4.24000E-2	-2.23773E+1
4.17500E-2	-1.24489E-12	1.50303E-2	4.17500E-2	-2.21904E+1	8.06873E-12	1.18330E-2	4.17500E-2	-2.23605E+1
4.11000E-2	-4.90826E-12	1.55845E-2	4.11000E-2	-2.24609E+1	7.78452E-12	1.10936E-2	4.11000E-2	-2.22953E+1
4.04500E-2	-9.23821E-13	1.52153E-2	4.04500E-2	-2.21418E+1	1.12187E-12	1.03158E-2	4.04500E-2	-2.25648E+1
3.98000E-2	6.23842E-12	1.39503E-2	3.98000E-2	-2.24279E+1	-4.52286E-12	9.87778E-3	3.98000E-2	-2.21827E+1
3.91500E-2	8.43144E-12	1.26415E-2	3.91500E-2	-2.22718E+1	-2.84324E-12	1.01199E-2	3.91500E-2	-2.25628E+1
3.85000E-2	3.36118E-12	1.20312E-2	3.85000E-2	-2.21988E+1	4.10094E-12	1.03552E-2	3.85000E-2	-2.21662E+1
3.78500E-2	-3.58001E-12	1.22917E-2	3.78500E-2	-2.22115E+1	8.72572E-12	1.01337E-2	3.78500E-2	-2.23860E+1
3.72000E-2	-4.56773E-12	1.22966E-2	3.72000E-2	-2.24658E+1	5.73299E-12	9.58653E-3	3.72000E-2	-2.23459E+1
