Experiment	bias spectroscopy	
2.77500E-3	60.0122E-12	3.80226E+0	62.3614E-12	3.87367E+0	57.6631E-12	3.73085E+0	59.6032E-12	3.79246E+0	59.9958E-12	3.87052E+0	59.2107E-12	3.71441E+0
2.85000E-3	60.5939E-12	3.78444E+0	61.5670E-12	3.87601E+0	59.6208E-12	3.69287E+0	60.8311E-12	3.79304E+0	61.3574E-12	3.91260E+0	60.3047E-12	3.67347E+0
2.92500E-3	61.9770E-12	3.75359E+0	62.5908E-12	3.82924E+0	61.3632E-12	3.67794E+0	63.1519E-12	3.85110E+0	63.8322E-12	3.93856E+0	62.4715E-12	3.76363E+0
3.00000E-3	65.0306E-12	3.76845E+0	65.5695E-12	3.85012E+0	64.4916E-12	3.68676E+0	66.1552E-12	3.90371E+0	66.7005E-12	3.98084E+0	65.6098E-12	3.82659E+0
3.07500E-3	67.7310E-12	3.83348E+0	68.1207E-12	3.90002E+0	67.3413E-12	3.76694E+0	67.7647E-12	3.93503E+0	68.1975E-12	3.99758E+0	67.3319E-12	3.87248E+0
3.15000E-3	69.6470E-12	3.89420E+0	69.8260E-12	3.94475E+0	69.4680E-12	3.84366E+0	71.2219E-12	4.00628E+0	71.8420E-12	4.04560E+0	70.6018E-12	3.96696E+0
3.22500E-3	72.4173E-12	3.88465E+0	72.3384E-12	3.95500E+0	72.4963E-12	3.81429E+0	73.3246E-12	4.02629E+0	73.9365E-12	4.10175E+0	72.7127E-12	3.95083E+0
3.30000E-3	75.2198E-12	3.95853E+0	76.5606E-12	4.06948E+0	73.8790E-12	3.84758E+0	75.3918E-12	4.05948E+0	76.5122E-12	4.16906E+0	74.2713E-12	3.94989E+0
3.37500E-3	76.3081E-12	3.97278E+0	77.4434E-12	4.04169E+0	75.1728E-12	3.90386E+0	77.4251E-12	4.18328E+0	78.5904E-12	4.29489E+0	76.2599E-12	4.07168E+0
3.45000E-3	78.7014E-12	4.02660E+0	80.5584E-12	4.08950E+0	76.8443E-12	3.96371E+0	79.9427E-12	4.27756E+0	81.4824E-12	4.32439E+0	78.4031E-12	4.23073E+0
3.52500E-3	81.6006E-12	4.12079E+0	81.6348E-12	4.14872E+0	81.5664E-12	4.09286E+0	82.3880E-12	4.39547E+0	82.8580E-12	4.43596E+0	81.9180E-12	4.35498E+0
3.60000E-3	84.4872E-12	4.24554E+0	84.3333E-12	4.22984E+0	84.6410E-12	4.26125E+0	84.6873E-12	4.49873E+0	85.6224E-12	4.55003E+0	83.7523E-12	4.44742E+0
3.67500E-3	87.0691E-12	4.34239E+0	88.3893E-12	4.38296E+0	85.7489E-12	4.30182E+0	89.2040E-12	4.63963E+0	89.5974E-12	4.69416E+0	88.8105E-12	4.58510E+0
3.75000E-3	89.5958E-12	4.47063E+0	90.1865E-12	4.50318E+0	89.0050E-12	4.43809E+0	91.0607E-12	4.73258E+0	92.6613E-12	4.81422E+0	89.4601E-12	4.65093E+0
3.82500E-3	93.9977E-12	4.60823E+0	93.8018E-12	4.65727E+0	94.1936E-12	4.55920E+0	94.4043E-12	4.88995E+0	95.8163E-12	4.97667E+0	92.9924E-12	4.80323E+0
3.90000E-3	96.6070E-12	4.72377E+0	96.2830E-12	4.72943E+0	96.9310E-12	4.71811E+0	98.9004E-12	4.96555E+0	103.044E-12	5.09376E+0	94.7564E-12	4.83734E+0
3.97500E-3	98.3274E-12	4.81290E+0	99.6336E-12	4.83704E+0	97.0213E-12	4.78875E+0	99.1480E-12	5.01017E+0	101.210E-12	5.10821E+0	97.0855E-12	4.91213E+0
4.05000E-3	101.441E-12	4.92235E+0	103.229E-12	5.00755E+0	99.6529E-12	4.83714E+0	102.106E-12	5.15637E+0	103.362E-12	5.26845E+0	100.849E-12	5.04428E+0
4.12500E-3	104.044E-12	5.06770E+0	105.066E-12	5.15622E+0	103.021E-12	4.97919E+0	105.541E-12	5.26069E+0	107.299E-12	5.41902E+0	103.783E-12	5.10236E+0
4.20000E-3	108.388E-12	5.11381E+0	109.702E-12	5.12157E+0	107.073E-12	5.10605E+0	109.576E-12	5.36539E+0	112.250E-12	5.50483E+0	106.902E-12	5.22594E+0
4.27500E-3	112.608E-12	5.22030E+0	114.498E-12	5.30970E+0	110.717E-12	5.13091E+0	112.638E-12	5.44868E+0	113.403E-12	5.51643E+0	111.872E-12	5.38093E+0
4.35000E-3	114.407E-12	5.29579E+0	116.139E-12	5.32833E+0	112.675E-12	5.26325E+0	116.216E-12	5.45252E+0	117.899E-12	5.55399E+0	114.533E-12	5.35105E+0
4.42500E-3	118.247E-12	5.36631E+0	119.709E-12	5.42407E+0	116.785E-12	5.30855E+0	119.994E-12	5.54537E+0	121.026E-12	5.58177E+0	118.962E-12	5.50897E+0
4.50000E-3	121.462E-12	5.42153E+0	122.341E-12	5.44753E+0	120.582E-12	5.39554E+0	123.743E-12	5.60286E+0	123.891E-12	5.56552E+0	123.596E-12	5.64020E+0
4.57500E-3	123.785E-12	5.42506E+0	125.869E-12	5.39626E+0	121.701E-12	5.45386E+0	127.046E-12	5.57817E+0	127.814E-12	5.53134E+0	126.277E-12	5.62499E+0
4.65000E-3	126.522E-12	5.37690E+0	127.966E-12	5.43395E+0	125.078E-12	5.31986E+0	131.078E-12	5.51113E+0	129.203E-12	5.52179E+0	132.953E-12	5.50048E+0
4.72500E-3	132.466E-12	5.39404E+0	135.472E-12	5.46277E+0	129.461E-12	5.32532E+0	132.322E-12	5.46907E+0	133.343E-12	5.57452E+0	131.301E-12	5.36361E+0
4.80000E-3	134.727E-12	5.49856E+0	135.448E-12	5.53833E+0	134.005E-12	5.45880E+0	134.853E-12	5.54317E+0	136.797E-12	5.64560E+0	132.910E-12	5.44073E+0
4.87500E-3	137.572E-12	5.46668E+0	139.489E-12	5.54626E+0	135.654E-12	5.38709E+0	138.588E-12	5.59216E+0	140.415E-12	5.69372E+0	136.760E-12	5.49060E+0
4.95000E-3	142.146E-12	5.39182E+0	144.268E-12	5.53144E+0	140.024E-12	5.25220E+0	142.092E-12	5.55380E+0	144.740E-12	5.66762E+0	139.445E-12	5.43998E+0
5.02500E-3	145.544E-12	5.43633E+0	150.109E-12	5.61815E+0	140.980E-12	5.25451E+0	145.966E-12	5.55184E+0	148.985E-12	5.67338E+0	142.946E-12	5.43031E+0
5.10000E-3	146.374E-12	5.36685E+0	148.379E-12	5.46436E+0	144.369E-12	5.26935E+0	149.413E-12	5.50702E+0	151.544E-12	5.61383E+0	147.282E-12	5.40020E+0
5.17500E-3	153.325E-12	5.40388E+0	159.032E-12	5.55831E+0	147.618E-12	5.24944E+0	152.250E-12	5.45011E+0	153.494E-12	5.49693E+0	151.006E-12	5.40328E+0
5.25000E-3	154.120E-12	5.42995E+0	155.291E-12	5.52323E+0	152.949E-12	5.33667E+0	156.306E-12	5.46331E+0	157.833E-12	5.44431E+0	154.779E-12	5.48230E+0
5.32500E-3	158.279E-12	5.31310E+0	161.589E-12	5.31520E+0	154.969E-12	5.31100E+0	159.713E-12	5.40448E+0	161.786E-12	5.39066E+0	157.640E-12	5.41829E+0
5.40000E-3	162.406E-12	5.39615E+0	162.058E-12	5.43937E+0	162.754E-12	5.35294E+0	162.219E-12	5.38791E+0	163.895E-12	5.37017E+0	160.542E-12	5.40564E+0
5.47500E-3	163.696E-12	5.39756E+0	165.016E-12	5.41724E+0	162.376E-12	5.37788E+0	164.833E-12	5.40268E+0	166.133E-12	5.41548E+0	163.534E-12	5.38987E+0
5.55000E-3	168.277E-12	5.35684E+0	170.818E-12	5.37739E+0	165.736E-12	5.33629E+0	168.892E-12	5.38985E+0	170.909E-12	5.47820E+0	166.875E-12	5.30149E+0
5.62500E-3	170.490E-12	5.36909E+0	174.360E-12	5.41824E+0	166.620E-12	5.31994E+0	172.312E-12	5.43374E+0	173.430E-12	5.48627E+0	171.195E-12	5.38122E+0
5.70000E-3	172.387E-12	5.35746E+0	173.833E-12	5.44859E+0	170.941E-12	5.26633E+0	176.330E-12	5.43407E+0	178.810E-12	5.56794E+0	173.850E-12	5.30020E+0
5.77500E-3	176.138E-12	5.28102E+0	177.281E-12	5.33968E+0	174.995E-12	5.22237E+0	179.127E-12	5.40763E+0	182.505E-12	5.51510E+0	175.749E-12	5.30017E+0
5.85000E-3	182.329E-12	5.36241E+0	182.940E-12	5.35922E+0	181.719E-12	5.36559E+0	181.789E-12	5.36032E+0	185.123E-12	5.52471E+0	178.456E-12	5.19593E+0
5.92500E-3	184.481E-12	5.36827E+0	184.717E-12	5.36043E+0	184.244E-12	5.37610E+0	185.773E-12	5.22713E+0	187.070E-12	5.28894E+0	184.477E-12	5.16532E+0
6.00000E-3	187.212E-12	5.35558E+0	190.134E-12	5.39412E+0	184.289E-12	5.31704E+0	188.012E-12	5.22014E+0	189.477E-12	5.36215E+0	186.546E-12	5.07813E+0
6.07500E-3	190.177E-12	5.32539E+0	190.519E-12	5.40189E+0	189.834E-12	5.24888E+0	194.632E-12	5.26455E+0	200.697E-12	5.44011E+0	188.566E-12	5.08898E+0
6.15000E-3	194.115E-12	5.31582E+0	196.488E-12	5.37029E+0	191.743E-12	5.26135E+0	198.865E-12	5.26126E+0	206.357E-12	5.39957E+0	191.372E-12	5.12296E+0
6.22500E-3	194.883E-12	5.23991E+0	197.338E-12	5.33608E+0	192.428E-12	5.14374E+0	198.032E-12	5.22163E+0	201.795E-12	5.26514E+0	194.268E-12	5.17813E+0
6.30000E-3	199.670E-12	5.20975E+0	203.968E-12	5.26793E+0	195.372E-12	5.15158E+0	201.123E-12	5.25597E+0	205.500E-12	5.40448E+0	196.745E-12	5.10746E+0
6.37500E-3	202.764E-12	5.17255E+0	206.667E-12	5.21913E+0	198.861E-12	5.12598E+0	204.539E-12	5.18483E+0	207.940E-12	5.41682E+0	201.138E-12	4.95284E+0
6.45000E-3	204.672E-12	5.10296E+0	205.838E-12	5.19585E+0	203.507E-12	5.01008E+0	209.819E-12	5.19049E+0	212.571E-12	5.30494E+0	207.067E-12	5.07603E+0
6.52500E-3	208.807E-12	5.08363E+0	211.791E-12	5.15154E+0	205.824E-12	5.01572E+0	210.120E-12	5.18608E+0	212.553E-12	5.31664E+0	207.687E-12	5.05551E+0
6.60000E-3	210.762E-12	5.07738E+0	212.675E-12	5.09277E+0	208.850E-12	5.06200E+0	214.399E-12	5.23412E+0	217.834E-12	5.26052E+0	210.964E-12	5.20772E+0
6.67500E-3	215.254E-12	5.03272E+0	218.577E-12	5.11447E+0	211.930E-12	4.95096E+0	214.845E-12	5.26280E+0	217.507E-12	5.29651E+0	212.183E-12	5.22908E+0
6.75000E-3	216.965E-12	4.97785E+0	220.413E-12	5.09838E+0	213.517E-12	4.85732E+0	219.677E-12	5.20652E+0	224.964E-12	5.29744E+0	214.390E-12	5.11559E+0
6.82500E-3	220.064E-12	4.99857E+0	223.984E-12	5.06441E+0	216.144E-12	4.93273E+0	222.962E-12	5.11393E+0	227.843E-12	5.19949E+0	218.082E-12	5.02836E+0
6.90000E-3	223.875E-12	5.06424E+0	225.630E-12	5.07853E+0	222.119E-12	5.04995E+0	226.339E-12	5.09936E+0	229.929E-12	5.19107E+0	222.749E-12	5.00765E+0
6.97500E-3	226.578E-12	5.20759E+0	229.055E-12	5.20194E+0	224.102E-12	5.21324E+0	229.737E-12	5.11324E+0	236.135E-12	5.20391E+0	223.339E-12	5.02256E+0
7.05000E-3	228.174E-12	5.08796E+0	232.130E-12	5.23454E+0	224.217E-12	4.94139E+0	231.551E-12	5.06274E+0	236.241E-12	5.07435E+0	226.861E-12	5.05113E+0
7.12500E-3	234.387E-12	4.98369E+0	235.027E-12	5.07970E+0	233.747E-12	4.88769E+0	234.976E-12	5.10137E+0	237.541E-12	5.16262E+0	232.411E-12	5.04012E+0
7.20000E-3	236.740E-12	5.04693E+0	238.415E-12	4.96832E+0	235.066E-12	5.12554E+0	241.279E-12	5.07684E+0	246.390E-12	5.16597E+0	236.167E-12	4.98771E+0
7.27500E-3	240.053E-12	5.10317E+0	242.201E-12	5.10035E+0	237.904E-12	5.10599E+0	240.525E-12	5.09833E+0	244.273E-12	5.10536E+0	236.778E-12	5.09130E+0
7.35000E-3	245.331E-12	5.05379E+0	245.579E-12	5.14982E+0	245.084E-12	4.95777E+0	243.056E-12	5.01231E+0	246.549E-12	5.09101E+0	239.564E-12	4.93361E+0
7.42500E-3	250.793E-12	5.06895E+0	254.092E-12	5.07877E+0	247.495E-12	5.05913E+0	248.932E-12	5.02389E+0	250.711E-12	5.09581E+0	247.154E-12	4.95198E+0
7.50000E-3	253.931E-12	5.05198E+0	254.994E-12	5.16072E+0	252.867E-12	4.94324E+0	252.370E-12	5.06114E+0	256.876E-12	5.14028E+0	247.864E-12	4.98200E+0
7.57500E-3	258.024E-12	5.03065E+0	259.328E-12	5.06611E+0	256.721E-12	4.99518E+0	254.807E-12	5.02365E+0	258.552E-12	4.97880E+0	251.063E-12	5.06851E+0
7.65000E-3	258.043E-12	5.03862E+0	262.231E-12	5.01097E+0	253.855E-12	5.06627E+0	258.006E-12	4.99971E+0	261.021E-12	5.00136E+0	254.992E-12	4.99807E+0
7.72500E-3	256.697E-12	4.97773E+0	260.811E-12	5.02533E+0	252.584E-12	4.93013E+0	259.054E-12	4.95048E+0	261.747E-12	4.98644E+0	256.361E-12	4.91453E+0
7.80000E-3	261.671E-12	4.98370E+0	265.781E-12	5.04087E+0	257.560E-12	4.92652E+0	263.413E-12	4.99698E+0	266.726E-12	5.02001E+0	260.100E-12	4.97395E+0
7.87500E-3	263.495E-12	5.06147E+0	268.204E-12	5.09523E+0	258.787E-12	5.02772E+0	263.959E-12	4.94874E+0	267.703E-12	5.03758E+0	260.214E-12	4.85990E+0
7.95000E-3	268.381E-12	5.14806E+0	273.184E-12	5.27760E+0	263.577E-12	5.01851E+0	266.138E-12	4.93960E+0	269.512E-12	4.95398E+0	262.764E-12	4.92522E+0
8.02500E-3	268.701E-12	5.02506E+0	271.484E-12	5.23886E+0	265.919E-12	4.81126E+0	271.653E-12	4.95867E+0	274.576E-12	4.98944E+0	268.730E-12	4.92789E+0
8.10000E-3	273.020E-12	4.94381E+0	277.528E-12	5.08095E+0	268.513E-12	4.80667E+0	273.887E-12	4.97316E+0	276.302E-12	5.03098E+0	271.473E-12	4.91534E+0
8.17500E-3	275.847E-12	4.96659E+0	279.932E-12	5.01224E+0	271.761E-12	4.92094E+0	277.238E-12	4.95496E+0	280.320E-12	5.01455E+0	274.156E-12	4.89536E+0
8.25000E-3	278.557E-12	4.97914E+0	280.088E-12	4.91178E+0	277.027E-12	5.04649E+0	279.960E-12	5.00043E+0	284.063E-12	5.14753E+0	275.857E-12	4.85333E+0
8.32500E-3	284.003E-12	5.05822E+0	283.191E-12	4.97960E+0	284.814E-12	5.13683E+0	285.178E-12	4.98917E+0	288.238E-12	5.09756E+0	282.118E-12	4.88077E+0
8.40000E-3	285.761E-12	4.95028E+0	290.169E-12	4.94403E+0	281.352E-12	4.95653E+0	285.513E-12	5.07913E+0	288.401E-12	5.13630E+0	282.624E-12	5.02196E+0
8.47500E-3	287.667E-12	4.93198E+0	290.745E-12	5.09636E+0	284.589E-12	4.76760E+0	290.310E-12	5.00384E+0	293.853E-12	5.08026E+0	286.767E-12	4.92742E+0
8.55000E-3	290.658E-12	4.97410E+0	293.051E-12	5.09749E+0	288.265E-12	4.85072E+0	295.656E-12	5.03498E+0	304.935E-12	5.13614E+0	286.378E-12	4.93381E+0
8.62500E-3	299.687E-12	4.99315E+0	307.615E-12	5.09729E+0	291.759E-12	4.88900E+0	295.658E-12	4.97940E+0	300.618E-12	5.04328E+0	290.697E-12	4.91553E+0
8.70000E-3	300.360E-12	4.90610E+0	309.120E-12	4.95754E+0	291.600E-12	4.85466E+0	300.876E-12	5.00441E+0	302.684E-12	5.08163E+0	299.068E-12	4.92720E+0
8.77500E-3	301.578E-12	4.92572E+0	305.439E-12	5.05664E+0	297.718E-12	4.79479E+0	303.359E-12	5.04741E+0	305.409E-12	5.09195E+0	301.308E-12	5.00286E+0
8.85000E-3	306.174E-12	4.98394E+0	307.627E-12	5.19776E+0	304.721E-12	4.77013E+0	306.323E-12	4.95064E+0	308.861E-12	4.95367E+0	303.785E-12	4.94760E+0
8.92500E-3	308.523E-12	4.92689E+0	308.705E-12	5.14168E+0	308.340E-12	4.71210E+0	313.484E-12	4.96102E+0	311.255E-12	4.96669E+0	315.714E-12	4.95535E+0
9.00000E-3	312.371E-12	4.94038E+0	316.369E-12	5.14390E+0	308.372E-12	4.73686E+0	312.646E-12	4.91866E+0	312.811E-12	4.97345E+0	312.482E-12	4.86387E+0
9.07500E-3	311.656E-12	5.00268E+0	314.268E-12	5.07193E+0	309.043E-12	4.93344E+0	315.900E-12	4.86518E+0	319.647E-12	4.92477E+0	312.153E-12	4.80558E+0
9.15000E-3	314.001E-12	4.92649E+0	318.238E-12	5.02318E+0	309.764E-12	4.82981E+0	316.645E-12	4.92542E+0	319.643E-12	5.04125E+0	313.647E-12	4.80958E+0
9.22500E-3	317.272E-12	4.86800E+0	322.441E-12	4.98313E+0	312.103E-12	4.75286E+0	319.811E-12	4.84669E+0	323.614E-12	5.04546E+0	316.009E-12	4.64791E+0
9.30000E-3	323.385E-12	4.90585E+0	330.392E-12	5.00521E+0	316.377E-12	4.80649E+0	329.431E-12	4.92767E+0	336.561E-12	5.09775E+0	322.300E-12	4.75758E+0
9.37500E-3	326.811E-12	5.04406E+0	330.037E-12	5.10320E+0	323.585E-12	4.98492E+0	328.504E-12	4.89055E+0	335.483E-12	5.05425E+0	321.524E-12	4.72685E+0
9.45000E-3	332.735E-12	4.98135E+0	336.719E-12	4.99247E+0	328.751E-12	4.97023E+0	327.648E-12	4.75400E+0	330.943E-12	4.87532E+0	324.354E-12	4.63268E+0
9.52500E-3	337.540E-12	4.97573E+0	344.342E-12	5.16002E+0	330.739E-12	4.79144E+0	331.807E-12	4.80004E+0	338.692E-12	4.86166E+0	324.921E-12	4.73843E+0
9.60000E-3	335.456E-12	4.90493E+0	335.207E-12	4.97206E+0	335.706E-12	4.83781E+0	332.040E-12	4.77422E+0	337.527E-12	4.88714E+0	326.554E-12	4.66130E+0
9.67500E-3	336.692E-12	4.92011E+0	337.656E-12	4.81462E+0	335.728E-12	5.02561E+0	336.120E-12	4.83443E+0	339.699E-12	4.97062E+0	332.541E-12	4.69824E+0
9.75000E-3	339.896E-12	4.81755E+0	341.392E-12	4.80363E+0	338.400E-12	4.83147E+0	341.204E-12	4.80139E+0	345.545E-12	4.94661E+0	336.863E-12	4.65618E+0
9.82500E-3	339.223E-12	4.79776E+0	344.763E-12	4.75583E+0	333.683E-12	4.83968E+0	344.684E-12	4.84710E+0	350.754E-12	4.90197E+0	338.613E-12	4.79223E+0
9.90000E-3	346.692E-12	4.69799E+0	355.405E-12	4.71392E+0	337.979E-12	4.68207E+0	351.245E-12	4.73296E+0	353.838E-12	4.77780E+0	348.653E-12	4.68811E+0
9.97500E-3	346.370E-12	4.88127E+0	352.496E-12	4.91431E+0	340.244E-12	4.84822E+0	348.048E-12	4.70270E+0	352.615E-12	4.76879E+0	343.481E-12	4.63661E+0
10.0500E-3	348.877E-12	4.85778E+0	355.729E-12	5.02279E+0	342.026E-12	4.69277E+0	350.960E-12	4.59271E+0	355.292E-12	4.81314E+0	346.628E-12	4.37228E+0
10.1250E-3	352.864E-12	4.68545E+0	359.166E-12	4.83566E+0	346.563E-12	4.53525E+0	354.180E-12	4.71147E+0	358.806E-12	4.88164E+0	349.555E-12	4.54130E+0
10.2000E-3	357.559E-12	4.74128E+0	361.446E-12	4.86181E+0	353.673E-12	4.62076E+0	357.501E-12	4.80102E+0	360.281E-12	4.95581E+0	354.721E-12	4.64623E+0
10.2750E-3	359.078E-12	4.86304E+0	361.609E-12	4.90639E+0	356.547E-12	4.81968E+0	363.568E-12	4.74326E+0	368.297E-12	4.83681E+0	358.840E-12	4.64972E+0
10.3500E-3	363.597E-12	4.82500E+0	369.373E-12	4.83551E+0	357.821E-12	4.81450E+0	364.263E-12	4.68756E+0	368.548E-12	4.59857E+0	359.977E-12	4.77655E+0
10.4250E-3	363.020E-12	4.82365E+0	371.028E-12	4.89372E+0	355.012E-12	4.75357E+0	364.435E-12	4.64804E+0	370.179E-12	4.69662E+0	358.691E-12	4.59946E+0
10.5000E-3	364.722E-12	4.72572E+0	369.437E-12	4.81127E+0	360.006E-12	4.64017E+0	367.709E-12	4.73460E+0	373.457E-12	4.79608E+0	361.962E-12	4.67311E+0
10.5750E-3	372.360E-12	4.69725E+0	375.348E-12	4.69160E+0	369.371E-12	4.70291E+0	373.204E-12	4.71066E+0	377.514E-12	4.83136E+0	368.895E-12	4.58995E+0
10.6500E-3	373.887E-12	4.66791E+0	380.766E-12	4.66809E+0	367.009E-12	4.66773E+0	374.907E-12	4.76398E+0	380.395E-12	4.88096E+0	369.419E-12	4.64699E+0
10.7250E-3	375.808E-12	4.69085E+0	383.459E-12	4.66887E+0	368.157E-12	4.71284E+0	379.576E-12	4.77837E+0	387.550E-12	4.84976E+0	371.602E-12	4.70697E+0
10.8000E-3	378.007E-12	4.69959E+0	385.429E-12	4.52637E+0	370.585E-12	4.87281E+0	387.872E-12	4.71764E+0	396.591E-12	4.83596E+0	379.152E-12	4.59931E+0
10.8750E-3	379.717E-12	4.72473E+0	387.321E-12	4.74194E+0	372.113E-12	4.70751E+0	381.998E-12	4.73136E+0	387.421E-12	4.86453E+0	376.576E-12	4.59818E+0
10.9500E-3	387.449E-12	4.84388E+0	392.832E-12	4.92746E+0	382.067E-12	4.76029E+0	387.166E-12	4.73379E+0	393.777E-12	4.82881E+0	380.556E-12	4.63877E+0
11.0250E-3	386.366E-12	4.69415E+0	393.479E-12	4.80669E+0	379.253E-12	4.58161E+0	388.474E-12	4.83330E+0	394.766E-12	4.91206E+0	382.182E-12	4.75453E+0
11.1000E-3	390.695E-12	4.65821E+0	395.919E-12	4.79760E+0	385.470E-12	4.51882E+0	401.827E-12	4.84146E+0	402.891E-12	4.92967E+0	400.764E-12	4.75326E+0
11.1750E-3	390.490E-12	4.68702E+0	398.542E-12	4.83674E+0	382.438E-12	4.53730E+0	403.731E-12	4.62739E+0	411.670E-12	4.67212E+0	395.792E-12	4.58266E+0
11.2500E-3	396.242E-12	4.59701E+0	403.074E-12	4.68114E+0	389.411E-12	4.51289E+0	397.776E-12	4.68255E+0	401.918E-12	4.68024E+0	393.634E-12	4.68487E+0
11.3250E-3	396.970E-12	4.55313E+0	402.822E-12	4.67372E+0	391.117E-12	4.43254E+0	398.555E-12	4.65489E+0	403.961E-12	4.67174E+0	393.150E-12	4.63805E+0
11.4000E-3	400.174E-12	4.53184E+0	406.785E-12	4.62589E+0	393.563E-12	4.43778E+0	405.564E-12	4.59805E+0	410.731E-12	4.66947E+0	400.396E-12	4.52662E+0
11.4750E-3	402.880E-12	4.51582E+0	409.472E-12	4.59140E+0	396.287E-12	4.44025E+0	406.551E-12	4.67379E+0	414.801E-12	4.75137E+0	398.302E-12	4.59620E+0
11.5500E-3	407.252E-12	4.69265E+0	413.244E-12	4.84320E+0	401.259E-12	4.54210E+0	411.910E-12	4.62994E+0	414.749E-12	4.81707E+0	409.072E-12	4.44282E+0
11.6250E-3	408.493E-12	4.73521E+0	413.328E-12	4.78045E+0	403.658E-12	4.68997E+0	412.964E-12	4.72524E+0	420.134E-12	4.88387E+0	405.794E-12	4.56660E+0
11.7000E-3	412.797E-12	4.63121E+0	419.515E-12	4.45930E+0	406.080E-12	4.80311E+0	419.165E-12	4.72778E+0	430.560E-12	4.87719E+0	407.769E-12	4.57838E+0
11.7750E-3	419.253E-12	4.72085E+0	428.836E-12	4.76350E+0	409.670E-12	4.67819E+0	425.822E-12	4.67557E+0	438.819E-12	4.74608E+0	412.826E-12	4.60506E+0
11.8500E-3	420.925E-12	4.70761E+0	427.051E-12	4.88530E+0	414.798E-12	4.52992E+0	422.915E-12	4.57651E+0	430.770E-12	4.68284E+0	415.060E-12	4.47017E+0
11.9250E-3	423.309E-12	4.65895E+0	429.270E-12	4.65465E+0	417.347E-12	4.66326E+0	422.692E-12	4.58618E+0	427.884E-12	4.70888E+0	417.500E-12	4.46348E+0
12.0000E-3	422.070E-12	4.69176E+0	429.851E-12	4.69168E+0	414.290E-12	4.69183E+0	425.921E-12	4.55293E+0	432.960E-12	4.46492E+0	418.882E-12	4.64094E+0
12.0750E-3	427.178E-12	4.58277E+0	433.277E-12	4.62673E+0	421.079E-12	4.53880E+0	427.482E-12	4.58059E+0	434.210E-12	4.48505E+0	420.755E-12	4.67613E+0
12.1500E-3	434.496E-12	4.61514E+0	445.690E-12	4.66504E+0	423.302E-12	4.56524E+0	433.786E-12	4.63999E+0	435.839E-12	4.60390E+0	431.732E-12	4.67609E+0
12.2250E-3	430.576E-12	4.58580E+0	437.102E-12	4.72720E+0	424.050E-12	4.44440E+0	432.824E-12	4.80956E+0	437.634E-12	4.86266E+0	428.015E-12	4.75647E+0
12.3000E-3	433.739E-12	4.57385E+0	439.885E-12	4.66547E+0	427.593E-12	4.48223E+0	438.335E-12	4.76505E+0	442.531E-12	4.84502E+0	434.140E-12	4.68509E+0
12.3750E-3	440.153E-12	4.52220E+0	444.465E-12	4.60046E+0	435.841E-12	4.44394E+0	440.405E-12	4.74500E+0	445.386E-12	4.76572E+0	435.425E-12	4.72427E+0
12.4500E-3	440.439E-12	4.49929E+0	447.835E-12	4.52805E+0	433.042E-12	4.47053E+0	441.870E-12	4.78906E+0	447.002E-12	4.91754E+0	436.738E-12	4.66059E+0
12.5250E-3	447.082E-12	4.60723E+0	451.748E-12	4.63837E+0	442.416E-12	4.57610E+0	451.078E-12	4.75195E+0	458.403E-12	4.92928E+0	443.754E-12	4.57462E+0
12.6000E-3	445.428E-12	4.69843E+0	454.443E-12	4.65475E+0	436.413E-12	4.74210E+0	447.798E-12	4.69756E+0	455.674E-12	4.73112E+0	439.921E-12	4.66400E+0
12.6750E-3	451.111E-12	4.73915E+0	453.252E-12	4.60957E+0	448.971E-12	4.86874E+0	449.952E-12	4.58920E+0	456.283E-12	4.54991E+0	443.621E-12	4.62849E+0
12.7500E-3	451.632E-12	4.68234E+0	458.787E-12	4.67252E+0	444.477E-12	4.69216E+0	452.736E-12	4.52756E+0	458.242E-12	4.43464E+0	447.230E-12	4.62048E+0
12.8250E-3	455.820E-12	4.47388E+0	459.677E-12	4.42311E+0	451.964E-12	4.52464E+0	456.035E-12	4.65646E+0	462.422E-12	4.61164E+0	449.648E-12	4.70128E+0
12.9000E-3	458.875E-12	4.53700E+0	465.302E-12	4.64529E+0	452.448E-12	4.42871E+0	460.776E-12	4.69981E+0	464.392E-12	4.76556E+0	457.161E-12	4.63406E+0
12.9750E-3	461.611E-12	4.49667E+0	468.164E-12	4.56416E+0	455.059E-12	4.42917E+0	461.677E-12	4.65575E+0	468.167E-12	4.75171E+0	455.187E-12	4.55979E+0
13.0500E-3	464.209E-12	4.64120E+0	470.304E-12	4.67628E+0	458.115E-12	4.60611E+0	466.201E-12	4.64501E+0	475.109E-12	4.72371E+0	457.293E-12	4.56632E+0
13.1250E-3	469.544E-12	4.65330E+0	477.958E-12	4.61908E+0	461.129E-12	4.68753E+0	471.430E-12	4.42403E+0	479.187E-12	4.44921E+0	463.673E-12	4.39885E+0
13.2000E-3	471.654E-12	4.58358E+0	474.366E-12	4.75083E+0	468.942E-12	4.41634E+0	468.457E-12	4.51366E+0	475.204E-12	4.43770E+0	461.709E-12	4.58963E+0
13.2750E-3	472.251E-12	4.60846E+0	479.294E-12	4.63877E+0	465.209E-12	4.57814E+0	475.545E-12	4.44996E+0	480.288E-12	4.38897E+0	470.802E-12	4.51095E+0
